id,pattern,update_date,label,para
2011.05411,data,,,"Along with the privacy-preserving techniques such as Secure Aggregation, diﬀerential privacy, and Homomorphic Encryption designated for protecting local ML parameters, the FL client application installed at end-users’ devices must be secure to prevent from unauthorised access, cyber-attack, or data breach directly from the devices or from the communications between the users’ devices and a coordination server. This precondition is same as any other systems in which a variety of security and privacy techniques are readily integrated into FL applications, as well as secure communications protocols such as IPSec, SSL/TLS and HTTPS"
2011.05411,data,,,"As FL is in the early stage, a fruitful area of multi-disciplinary research is commenced in order to ﬂourish the technology and to comply with the GDPR fully. Firstly, eﬃcient cryptographic and privacy primitives for decentralised collaborative learning must be further developed, particularly for counteracting model poisoning and inference attacks. Furthermore, as these privacy-preserving techniques such as SMC impose non-trivial performance overheads, further eﬀort on how to eﬃciently utilise such techniques on FL applications are required. Secondly, research on transparency, interpret-ability and algorithm fairness in FL systems should be profoundly carried out. Even though a sub stantial amount of research has been conducted in centralised AI/ML settings, there is still an open question whether these approaches could be employed and how to sensibly adapt them to the decentralised settings where training data is highly skewed non-IID and unevenly distributed across sources. The sampling constraints should be investigated to see how much extend they aﬀect and how to mitigate the bias of the global training model. For instance, the agnostic FL framework introduced in [89] naturally yields good-intent fairness as it modelled the target distribution as an unknown mixture of the distributions instead of the uniform distribution in typical FL training algorithms. This agnostic FL framework, as a result, can control for bias in the training objective. Thirdly, it requires more research on interpretable and unbiased ML models and algorithms that can be employed over encrypted settings to well consolidate with advanced encryption schemes in FL systems. Besides, the trade-oﬀs between privacy utility, accuracy, interpretability, and fairness in an FL framework need to be thoroughly explored."
2011.05411,data,,,"As depicted in Table 2, in FL settings, personal data is regarded as local model parameters, not the original data samples as in traditional cloud-based ML systems. A service provider, who implements an FL system, is Data Controller and Data Processor combined as the service provider (i) dictates end-users (i.e., Data Subject) to train an ML model using their local training data and to share such locally trained model, (ii) processes the local model parameters sent from end-users (i.e., aggregates and updates the global model), and (ii) disseminates the global models to all end-users and requests the end-users to update their local models. Furthermore, in centralised FL settings, a service provider can only"
2011.05411,data,,,"As illustrated in Fig. 8, the investigation of non-compliance and decision of punishment are carried out by DPAs once there is a suspicion or a claim ﬁled by a customer. The compliance inspection will conduct some analysis to see whether a suspicious organisation follows the legal requirement of Privacy&Security-by-design approach and satisﬁes some standard assessments such as Data Protection Impact Assessment (DPIA) and Privacy Impact Assessment (PIA), which are essential parts of the GDPR accountability obligations."
2011.05411,data,,,"Attackers might carry out model inversion (MI) attack to extract sensitive information contained in training data samples, for instance, by reconstructing representatives of classes which characterising features in classiﬁcation ML models [38]. MI attacks do not require the attacker to actively participate in the training process (i.e., black-box or passive attacks). For example, it is possible to recover images from a facial recognition model for a particular person (i.e., all class members depict this person) using MI by deriving a correct weighted probability estimation for the target feature vectors [112, 43]. In this scenario, the experiment results show that this MI attack can reconstruct images that are visually similar to the victim’s photos [38]."
2011.05411,data,,,"Basically, this principle ensures that a Data Controller does not keep personal data for longer if the data is no longer needed for the claimed purposes. In this case, data should be erased or anonymised. There is an exception for data retention only if the Data Controller keeps the data for public interest archiving, scientiﬁc or historical research, or statistical purposes."
2011.05411,data,,,"Data Poisoning [11, 84, 124, 68, 23, 63]"
2011.05411,data,,,"Depending on encryption schemes and classes of computational operations that can be performed on an encrypted form, homomorphic encryption techniques are divided into diﬀerent categories such as partial, somewhat (SWHE), and fully homomorphic encryption (FHE)[2]. Some classic encryption techniques, including Rivest–Shamir–Adleman (RSA), is SWHE wherein simple addition and multiplication oper ations can be executed [2]. FHE, ﬁrstly proposed by Graig et al. in [45, 46], enables any arbitrary operations (thus, enables any desirable functionality) over cipher-text, yielding results in encrypted forms. In FHE, computation on the original data or the cipher-text can be mathematically transferred using a decryption function without any conﬂicts."
2011.05411,data,,,"Diﬀerential privacy technique has been widely employed in various ML algorithms such as linear and logistic regression [19], Support Vector Machine (SVM) [102] and deep learning [20, 1], as well as in ML-based applications such as data mining [39] and signal processing with continuous data [108]."
2011.05411,data,,,"Dr. Kai Sun is the Operation Manager of the Data Science Institute at Imperial College London. She received the MSc degree and the Ph.D degree in Computing from Imperial College London, in 2010 and 2014, respectively. From 2014 to 2017, she was a Research Associate at the Data Science Institute at Imperial College London, working on EU IMI projects including U-BIOPRED and eTRIKS, responsible for translational data management and analysis. She was the manager of the HNA Centre of Future Data Ecosystem in 20172018. Her research interests include translational research management, network analysis and decentralised systems."
2011.05411,data,,,"Dr. Nguyen B.Truong is currently a Research Associate at Data Science Institute, Imperial College London, United Kingdom. He received his Ph.D, MSc, and BSc degrees from Liverpool John Moores University, United Kingdom, Pohang University of Science and Technology, Korea, and Hanoi University of Science and Technology, Vietnam in 2018, 2013, and 2008, respectively. He was a Software Engineer at DASAN Networks, a leading company on Networking Products and Services in South Korea in 2012-2015. His research interest is including, but not limited to, Data Privacy, Security, and Trust, Personal Data Management, Distributed Systems, and Blockchain."
2011.05411,data,,,"Dr. Yike Guo (FREng, MAE) is the director of the Data Science Institute at Imperial College London and the Vice-President (Research and Development) of Hong Kong Baptist University. He received the BSc degree in Computing Science from Tsinghua University, China, in 1985 and received the Ph.D in Computational Logic from Imperial College London in 1993. He is a Professor of Computing Science in the Department of Computing at Imperial College London since 2002. He is a fellow of the Royal Academy of Engineering and a"
2011.05411,data,,,"Even though homomorphic encryption oﬀers rigorous privacy-guarantee to individuals as the original data in plaintext has never been disclosed, there is a practical limitation in performing computation over cipher-text due to the tremendous computational overhead. As a consequence, employing homomorphic encryption in large-scale data training remains impractical [49]."
2011.05411,data,,,"Federated Learning Systems FL emerges a new approach to tackle data privacy challenges in ML-based applications by decoupling of data storage and processing (i.e., local model training) at end-users’ devices (i.e., local nodes) and the aggregation of a global ML model at a service provider’s server (i.e., a coordination server). The privacy-preservation advantage of FL compared to the traditional centralised ML approaches is undeniable: It enables to train an ML model whilst retaining personal training data on end-users’ devices. Only locally trained model parameters, which contain the essential amount of information required to update the global model, are shared with a coordination server. Nevertheless, such model parameters still enclose some sensitive features that can be exploited to reconstruct or to infer related personal information as depicted in Section 4. Subsequently, an FL system still retains within the GDPR and is liable for complying with obligatory requirements. This section closely examines whether a GDPR requirement should be complied or inapplicable and should be waived in FL settings. Unsolved challenges on fully complying with the GDPR are also determined and discussed."
2011.05411,data,,,"Furthermore, local nodes not only passively contribute local training results but also get updated about intermediate stages of a global training model from a coordination server. This practice enables the opportunity for malicious participants to manipulate the training process by providing arbitrary updates in order to poison the global model [41, 9], which calls for an investigation on security models along with insightful analysis of privacy guarantees for a centralised FL framework. Accordingly, the FL framework then needs to be strengthened by employing further privacy and security mechanisms to protect personal data eﬀectively and to comply with intricate data protection legislation like the GDPR. A summary of related articles in terms of attack models with associated privacy preservation methods in centralised FL is depicted in Table 1. Detailed descriptions along with analysis are carried out in the following subsections."
2011.05411,data,,,"Furthermore, the requirements of purpose limitation and data minimisation are not always feasibly carried out in MLbased systems. The majority of ML algorithms heavily rely on data quality and quantity, thus researchers tend to collect as much related data as possible. Therefore, determining 1) the purposes of data collection as well as 2) what data is adequate, limited, and relevant only to the claimed purposes before executing such ML algorithms are problematic challenges. These requirements overly restrict the natural operations of ML-based services and applications to a smaller range than ever before."
2011.05411,data,,,"In most of the real-world scenarios, data, particularly personal data, is generated and stored in data silos, either end-users’ devices or service providers’ data centres. Most of conventional ML algorithms are operated in a centralised fashion, requiring training data to be fused in a data server. Essentially, collecting, aggregating and integrating heterogeneous data dispersed over various data sources as well as securely managing and processing the data are non-trivial tasks. The challenges are not only due to transporting highvolume, high-velocity, high-veracity, and heterogeneous data across organisations but also the industry competition, the complicated administrative procedures, and essentially, the"
2011.05411,data,,,"In recent years, along with the blooming of Machine Learning (ML)-based applications and services, ensuring data privacy and security have become a critical obligation. ML-based service providers not only confront with diﬃculties in collecting and managing data across heterogeneous sources but also challenges of complying with rigorous data protection regulations such as EU/UK General Data Protection Regulation (GDPR). Furthermore, conventional centralised ML approaches have always come with long-standing privacy risks to personal data leakage, misuse, and abuse. Federated learning (FL) has emerged as a prospective solution that facilitates distributed collaborative learning without disclosing original training data. Unfortunately, retaining data and computation on-device as in FL are not suﬃcient for privacy-guarantee because model parameters exchanged among participants conceal sensitive information that can be exploited in privacy attacks. Consequently, FL-based systems are not naturally compliant with the GDPR. This article is dedicated to surveying of state-of-the-art privacy-preservation techniques in FL in relations with GDPR requirements. Furthermore, insights into the existing challenges are examined along with the prospective approaches following the GDPR regulatory guidelines that FL-based systems shall implement to fully comply with the GDPR."
2011.05411,data,,,"In this federated setting, minimising the number of iterations in the optimisation algorithms is paramount of importance as there is limited communication capability of the local nodes. In the same paper, Konečn`y et al. proposed a novel distributed gradient descent by combining the Stochastic Variance Reduced Gradient (SVRG) algorithm [64, 72] with the Distributed Approximate Newton algorithm (DANE) [110] for distributed optimisation called Federated SVRG (FSVRG) [70]. The FSVRG computes gradients based on data on each local node 𝑘, obtains a weighted average of ℙ𝑘 the parameters from all the 𝐾 local nodes, and updates new parameters for each node after round. This algorithm is then experimented based on public Google+ posts, clustered by about 10, 000 users as local nodes, for predicting whether a post will receive any comments. The results show that the FSVRG outperforms the native gradient descent algorithm as it converges to the optimum within only 30 iterations."
2011.05411,data,,,"In this paper, we examine the centralised FL in which there exists a centralised server (i.e., service provider) requests to coordinate the whole training process. Speciﬁcally, this coordination server (i) determines a global model to be trained, (ii) selects participants (i.e., local nodes) for each training round, (iii) aggregates local training results sent by the participants, (iv) updates the global model based on the aggregated results, (v) disseminates the updated model to the participants, and (vi) terminates the training when the global model satisﬁes some requirements (e.g., accurate enough). Local nodes passively train the model over their local data as requested, and send the training results back to the server whenever possible. The workﬂow cycle in a centralised FL framework consists of four steps (illustrated in Fig. 2) as follows:"
2011.05411,data,,,"It is worth noting that standard distributed ML algorithms are generally designed to train independent identically-distributed (IID) data, and this assumption does not hold in federated settings due to the signiﬁcant diﬀerences of the"
2011.05411,data,,,Keywords: Federated Learning Data Protection Regulation GDPR Personal Data Privacy Privacy Preservation
2011.05411,data,,,"Large-scale data collection, aggregation and processing at a central server in such ML-based systems not only entail the risks of severe data breaches due to single-point-offailure but also intensify the lack of transparency, data misuse and data abuse because the service providers are in full control of the whole data lifecycle [118]. In addition, as ML algorithms operate in a black-box manner, it is also challenging to provide insightful interpretation of how the algorithms execute and how certain decisions are made [83, 91]. Consequently, most of the ML-based systems ﬁnd it diﬃcult to satisfy the requirements of transparency, fairness, and automated decision-making in the GDPR."
2011.05411,data,,,"ML is a disruptive technology for designing and building intelligent systems that can automatically learn and improve from experience to accomplish a task without being explicitly programmed. For this purpose, an ML-based system builds up a mathematical model (i.e., model training process) based on a sample set (i.e., training data) whose parameters are to be optimised during this training process. As a result, the system can perform better predictions or decisions on a new, unseen task. Typically, an ML task can be formulated as a mathematical optimisation problem whose goal is to ﬁnd the extremum of an objective function. Thus, an optimisation method is of paramount importance in any ML-based systems."
2011.05411,data,,,"Model poisoning attacks are always inherent in collaborative learning including FL. As shown by Bagdasaryan et in [6], just by controlling less than 1% Byzantine paral. ticipants, an adversary can successfully insert a backdoor functionality into a global model without reducing much accuracy, preventing the coordination server from detecting the attack. Solutions to mitigate model poisoning attack at server-side have to detect and ﬁlter out poisoned model updates from malicious clients (i.e., model anomaly detection) [41, 63]. For this purpose, the server needs to access either participants’ training data or parameter model updates, which breaks the privacy-preservation catalyst of FL. Besides, Secure Aggregation protocol is assumed to be implemented at both client- and server-side, which prevents the server from inspecting individual model updates; consequently, ruling out any solutions for model poisoning attacks [41]. Indeed, no resolutions have been proposed that eﬀectively tackle model poisoning attacks at server-side, which imposes as a critical research topic for FL."
2011.05411,data,,,"Mr. Florian Guitton received a BSc in Software Engineering from Epitech (France) in 2011 and a MSc in Advanced Computing from the University of Kent (United Kingdom) in 2012. In 2012 he joined the Discovery Sciences Group at Imperial College London where he became Research Assistant working on iHealth, eTRIKS and IDEA-FAST EU programs. He is currently a PhD candidate at Data Science Institute, Imperial College London working on distributed data collection and analysis pipeline in mixed-security environments with the angle of optimising user facing experiences."
2011.05411,data,,,"Mr. Siyao Wang is a PhD student of the Data Science Institute at Imperial College London. He received the BSc degree in Computer Science and Technology from the University of Chinese Academy of Sciences in 2018. He received the MRes degree in Medical Robotics and ImageGuided Intervention from Imperial College London in 2019. His research interests include machine learning, deep learning, computer vision and artiﬁcial intelligence applications in healthcare."
2011.05411,data,,,"Nevertheless, both centralised and decentralised architectures are required to acquire model consistency, particularly when data parallelism is employed. There are numerous strategies to update parameters in order to maintain the consistency of a global model, respected to a synchronisaIn this regard, Asyntion model among compute nodes. chronous Parallel (ASP) [99, 29], Bulk Synchronous Parallel (BSP) [47], and Stale Synchronous Parallel (SSP) [58] are the most common approaches to update parameters in a distributed learning system. The BSP and the ASP update parameters once receiving all gradients from a bulk of compute nodes (barrier synchronisation) and from just any node (no synchronisation), respectively. Generally, the BSP is relatively slow due to the stall time of waiting whereas ASP is faster as it does not perform any synchronisation; as a tradeoﬀ, the convergence in BSP is guaranteed but uncertain in"
2011.05411,data,,,"One of the fundamentals of FL is eﬃcient optimisation algorithms for federated settings wherein training data is nonIID, massively and unevenly distributed across local nodes, ﬁrst introduced by Konečn`y et al. in 2016 [70]. The distributed settings for the federated optimisation is formulated as follows. Let 𝐾 be the number of local nodes, ℙ𝑘 be the set of data samples stored on node 𝑘 ∈ {1, 2, .., 𝐾}, and be the number of data samples stored on node 𝑛𝑘 = |ℙ𝑘| 𝑘. As personal data in each local node is diﬀerent, we can assume that ℙ𝑘 ∩ ℙ𝑙 = ∅ if 𝑘 ≠ 𝑙 and ∑𝐾 𝑘=1 𝑛𝑘 = 𝑛. The distributed problem formulation for the minimisation objective is deﬁned as:"
2011.05411,data,,,"One of the privacy-preserving objectives of centralised FL is that a coordination server is unable to inspect the data or administer the training process at a local node. This, however, prohibits the transparency of the training process; thus, imposes a new vulnerability of a new type of attack called model poisoning [12, 87, 22, 41, 9, 6]. Generally, model poisoning attacks aim at manipulating training process by feeding poisoned local model updates to a coordination server. This type of attack is diﬀerent from data poisoning [11, 84, 124, 68, 23, 63], which is less eﬀective in FL settings [9, 6] because the original training data is never shared with a server. Thus, this section is mainly dedicated to analysing the model poisoning attacks in FL."
2011.05411,data,,,"Original training data End-users Service Provider Service Provider, Third-parties"
2011.05411,data,,,Personal Data Data Subject Data Controller Data Processor
2011.05411,data,,,"Standing on these federated optimisation research works, McMahan et al. proposed a variation of the SGD called FederatedSGD along with the Federated Averaging algorithm that can train a deep network at 100 times fewer communications compared to the naive FSVRG [81, 80]. The catalyst of such algorithms is to leverage the increasingly powerful processors in modern personal mobile devices to perform high-quality updates than simply calculating gradient steps. Speciﬁcally, each client not only calculates the gradients but also computes the local model for multiple times; the coordination server only performs aggregation of the local models from the clients. This results in fewer training rounds iterations (thus fewer communications) while producing a decent global model. These proposed algorithms well suited for scenarios that are highly limited communication bandwidth with high jitter and latency. In these scenarios, the naive FSVRG algorithms proposed in [70, 71] are not eﬃcient enough. Indeed, the algorithms are utilised for a realworld application for text prediction in Google keyboard in Android smartphones (i.e., G-board)5 [125]. In this system setting, the FederatedSGD is executed locally on the smartphone to compute gradient descent using local data. The gradient is then sent to an aggregation server. This server performs the FederatedAveraging algorithm which randomly selects a fraction of smartphones for each training round, and takes the average of all gradients sent from the selected participants to update the global model. This updated global model is distributed to all participants; the local nodes will then update their local models accordingly."
2011.05411,data,,,The GDPR deﬁnes 6-core principles as rational guidelines for service providers to manage personal data as illustrated in Fig. 7 (The GDPR Articles 5-11). These principles are broadly similar to the principles in the Data Protection Act 1998 with the accountability that obligates Data Controllers to take responsibility for complying with the principles and implementing appropriate measures to demonstrate the compliance.
2011.05411,data,,,"The GDPR requires Data Controllers to provide the following rights for Data Subjects if capable (The GDPR Articles 12-23): (1) Right to be informed, (2) Right of access, (3) Right to rectiﬁcation, (4) Right to erasure (Right to be forgotten), (5) Right to restrict processing, (6) Right to data portability, (7) Right to object, and (8) Rights in relation to automated decision making and proﬁling."
2011.05411,data,,,"The challenge to provide this right to Data Subjects is that the GDPR demands the Data Controller to concisely, intelligibly, and speciﬁcally specify what and how the local ML model is used in the FL training, along with expected outputs of the mechanism11. Same as many complex ML mechanisms, FL is as a black-box model; thus, it cannot be precisely interpreted of how it works and predicting the outcomes. The GDPR supervisory board recognises the challenges and relaxes the requirement for AI/ML mechanisms by accepting a general explanation as an indication of how and what personal data is going to be processed. As a result, for an FL system, the right to be informed is achieved as privacy information including purposes for processing local ML model (i.e., to build a global ML model), retention periods (i.e., no longer in use after each training round), and who it will be shared with (only the coordination server) can be determined as in Terms and Conditions when a client accepts to participate in an FL system."
2011.05411,data,,,"The data minimisation principle in the GDPR necessitates a Data Controller (e.g., a service provider) to collect and process personal data that is adequate, limited, and relIn traditional centralised evant only to claimed purposes. ML algorithms, this data minimisation requirement is a challenge as it is not always possible to envision what data and the minimal amount of data are necessary for training an ML model. In this regard, FL appears as a game-changer as an FL system does not need to collect and process original training data; instead, a service provider only needs to gather local ML models from participants for assembling the global model. Generally, with privacy-preserving techniques introduced in Section 4, an FL system can assure that the coordination server obtains aggregated local model parameters from participants for global model updates only (i.e., the claimed purposes) while acquiring nothing about individual’s contribution. The aggregation mechanism also assures that the global model itself contains no individual sensitive features that can be exploited by adversaries to extract or infer any personal information."
2011.05411,data,,,"The natural advantage of FL compared to the traditional cloud-centric ML approaches is the ability to reassure data privacy and (presumably) comply with the GDPR because personal data is stored and processed locally, and only model parameters are exchanged. In addition, the processes of pa 2https://gdpr-info.eu/"
2011.05411,data,,,"The nature of decoupling between data storage and processing at client-side and global ML model aggregation at server-side in centralised FL leads to the unnecessity of providing the (2) Right of access, (3) Right to rectiﬁcation, (4) Right to erasure, (5) Right to restrict processing, (6) Right to data portability, and (7) Right to object. For instance, regarding the ""Right to erasure"", if a user requests to delete its data (i.e., local ML model parameters sent to an FL server), literally, the only way to fulﬁl the user’s request is to thoroughly re-train the global model without using user’s data from the round that the user ﬁrst participates [50]. This is unnecessary and impractical in FL settings as only local ML model parameters (possibly privacy guarantee-strengthened with diﬀerential privacy) in aggregated encrypted forms (by using Secure Aggregation and other advanced cryptography techniques) are shared with a coordination server. Consequently, it is worthless for a Data Subject to have control over its local ML model as (i) the model parameters are protected by privacy-preserving techniques from inference attacks; (ii) the server is unable to separate the user’s data from the others, the server also does not store the model once it is aggregated to update the global model; and (iii) the global model is wholly anonymised and cannot be exploited to extract or infer any individual information."
2011.05411,data,,,"The purpose of this principle is to ensure that a Data Controller should keep personal data correctly, updated, and not misleading any matter of fact. In centralised FL settings, a coordination server does not store any individual locally trained ML model parameters except the aggregated results from a batch of participants, and the anonymised global ML model. This information is stored and processed (i.e., for updating global model) in its original form without any changes, and updated for every training round. For these reasons, FL systems automatically satisfy the GDPR accuracy principle."
2011.05411,data,,,"This principle obligates Data Controllers to implement appropriate measures in place to eﬀectively protect personal data. Thus, in order to comply with this principle, a centralised FL system requires to implement security and privacy mechanisms not only at a coordination server but also at end-users’ devices as the FL system itself does not guarantee security and privacy."
2011.05411,data,,,"This purpose limitation principle can be interpreted that an FL service provider needs to clearly inform clients about the purpose of a global ML model training as well as how clients’ local personal data and devices’ computation are used to locally train a requested ML model provided by the service provider. The principle also states that the service provider can further process the data for other compatible purposes. In this respect, FL systems fully satisfy with the principles if suﬃcient privacy-preserving mechanisms such as Secure Aggregation and diﬀerential privacy are readily implemented into the systems. This is because locally trained ML models from clients are aggregated only for the global model updates and cannot be individually extracted and exploited (by the coordination server) for other purposes."
2011.05411,data,,,This research was supported by the HNA Research Centre for Future Data Ecosystems at Imperial College London and the Innovative Medicines Initiative 2 IDEA-FAST project under grant agreement No 853981.
2011.05411,data,,,"To ensure privacy, an FL system is designed in a way that does not let the service provider (i.e., the coordination server) to directly access and obtain either original training data or locally trained ML models at end-users’ devices. Instead, end-users, as participants in the FL system, will only send the results back to the coordination server when they are ready. An FL client-side application should oﬀer several options for clients to participate in the training process proactively that allows a client to fully control the local training as well as of the sending/receiving ML model updates to/from a coordination server. Furthermore, FL systems only process data (i.e., local ML model parameters) for an explicit purpose (i.e., aggregates results and updates a global model), which is in ways that clients would reasonably expect whilst having minimal privacy impact. For these reasons, either Consent or Legitimate Interest legal basis can be appropriate for an FL application10."
2011.05411,data,,,"We are now living in a data-driven world where most of applications and services such as health-care and medical services, autonomous cars, and ﬁnance applications are based on artiﬁcial intelligence (AI) technology with complex data-hungry machine learning (ML) algorithms. AI has been showing advances in every aspect of lives and expected to ""change the world more than anything in the history of mankind. More than electricity.” 1. However, the AI technology is yet to reach its full potential, also the realisation of such AI/ML-based applications has been still facing longstanding challenges wherein centralised storage and computation is one of the critical reasons."
2011.05411,data,,,"[108] Sarwate, A.D., Chaudhuri, K., 2013. Signal processing and machine learning with diﬀerential privacy: Algorithms and challenges for continuous data. IEEE signal processing magazine 30, 86–94."
2011.05411,data,,,"[118] Truong, N.B., Sun, K., Lee, G.M., Guo, Y., 2019. Gdpr-compliant personal data management: A blockchain-based solution. IEEE Transactions on Information Forensics and Security 15, 1746–1761. [119] Wachter, S., Mittelstadt, B., Floridi, L., 2017. Why a right to explanation of automated decision-making does not exist in the general data protection regulation. International Data Privacy Law 7, 76– 99."
2011.05411,data,,,"[124] Xiao, H., Biggio, B., Brown, G., Fumera, G., Eckert, C., Roli, F., 2015. Is feature selection secure against training data poisoning?, in: International Conference on Machine Learning, pp. 1689–1698. [125] Yang, T., Andrew, G., Eichner, H., Sun, H., Li, W., Kong, N., Ramage, D., Beaufays, F., 2018. Applied federated learning: Improving google keyboard query suggestions. arXiv preprint arXiv:1812.02903 ."
2011.05411,data,,,"[128] Zhao, Y., Li, M., Lai, L., Suda, N., Civin, D., Chandra, V., arXiv preprint Federated learning with non-iid data."
2011.05411,data,,,"[14] Bonawitz, K., Ivanov, V., Kreuter, B., Marcedone, A., McMahan, H.B., Patel, S., Ramage, D., Segal, A., Seth, K., 2016. Practical secure aggregation for federated learning on user-held data. arXiv preprint arXiv:1611.04482 ."
2011.05411,data,,,"[23] Chen, X., Liu, C., Li, B., Lu, K., Song, D., 2017. Targeted backdoor attacks on deep learning systems using data poisoning. arXiv preprint arXiv:1712.05526 ."
2011.05411,data,,,"[24] Chen, X.W., Lin, X., 2014. Big data deep learning: challenges and"
2011.05411,data,,,"[31] Du, W., Han, Y.S., Chen, S., 2004. Privacy-preserving multivariate statistical analysis: Linear regression and classiﬁcation, in: Proceedings of the 2004 SIAM international conference on data mining, SIAM. pp. 222–233."
2011.05411,data,,,"[34] Dwork, C., Kenthapadi, K., McSherry, F., Mironov, I., Naor, M., 2006. Our data, ourselves: Privacy via distributed noise generation, in: Annual International Conference on the Theory and Applications of Cryptographic Techniques, Springer. pp. 486–503."
2011.05411,data,,,"[36] Dwork, C., Smith, A., Steinke, T., Ullman, J., 2017. Exposed! a survey of attacks on private data. Annual Review of Statistics and Its Application 4, 61–84."
2011.05411,data,,,"[39] Friedman, A., Schuster, A., 2010. Data mining with diﬀerential privacy, in: Proceedings of the 16th ACM SIGKDD international conference on Knowledge discovery and data mining, pp. 493–502. [40] Fung, B.C., Wang, K., Chen, R., Yu, P.S., 2010. Privacy-preserving data publishing: A survey of recent developments. ACM Computing Surveys (Csur) 42, 1–53."
2011.05411,data,,,"[44] Gentry, C., 2010. Computing arbitrary functions of encrypted data."
2011.05411,data,,,"[49] Gilad-Bachrach, R., Dowlin, N., Laine, K., Lauter, K., Naehrig, M., Wernsing, J., 2016. Cryptonets: Applying neural networks to encrypted data with high throughput and accuracy, in: International Conference on Machine Learning, pp. 201–210."
2011.05411,data,,,"[50] Ginart, A., Guan, M., Valiant, G., Zou, J.Y., 2019. Making ai forget you: Data deletion in machine learning, in: Advances in Neural Information Processing Systems, pp. 3518–3531."
2011.05411,data,,,"[59] Horvitz, E., Mulligan, D., 2015. Data, privacy, and the greater good."
2011.05411,data,,,"[5] Ateniese, G., Mancini, L.V., Spognardi, A., Villani, A., Vitali, D., Felici, G., 2015. Hacking smart machines with smarter ones: How to extract meaningful data from machine learning classiﬁers. International Journal of Security and Networks 10, 137–150."
2011.05411,data,,,"[61] Ienca, M., Vayena, E., 2020. On the responsible use of digital data to tackle the covid-19 pandemic. Nature medicine 26, 463–464. [62] Jagannathan, G., Wright, R.N., 2005. Privacy-preserving distributed k-means clustering over arbitrarily partitioned data, in: Proceedings of the eleventh ACM SIGKDD international conference on Knowledge discovery in data mining, pp. 593–599."
2011.05411,data,,,"[78] Lindell, Y., Pinkas, B., 2000. Privacy preserving data mining, in: Annual International Cryptology Conference, Springer. pp. 36–54. [79] Machanavajjhala, A., Kifer, D., Gehrke, J., Venkitasubramaniam, l-diversity: Privacy beyond k-anonymity. ACM Trans M., 2007. actions on Knowledge Discovery from Data (TKDD) 1, 3–es. [80] McMahan, B., Moore, E., Ramage, D., Hampson, S., y Arcas, B.A., 2017a. Communication-eﬃcient learning of deep networks from decentralized data, in: Artiﬁcial Intelligence and Statistics, pp. 1273– 1282."
2011.05411,data,,,"can be generated by injecting a hidden backdoor model intentionally, as illustrated in Fig. 4. Compromised participants analyse the targeted global model; the poisoned model is then trained on backdoor data samples using dedicated techniques such as constrain-and-scale accordingly, and feed the parameters to a coordination server as other honest participants. The objective of this attack is that the global model is replaced by a joint model consisting of both original task and the injected backdoor sub-task while retaining high accuracy on the two. The backdoor training at the adversary can be empowered by modifying minimisation strategies such as constrain-and-scale, which optimises both gradients of the loss and the backdoor objective [6]. A parameter estimation mechanism is then used for generating parameters submitted to the coordination server for honest participants’ updates. As secure aggregation is used for preventing the server from inspecting individual models, this poisoning model is unable to detect [9, 6]."
2011.05411,data,,,"clarify the whole data management processes along with the necessity and proportionality of these processes. Such assessments are important tools for accountability and essential to eﬃciently manage the data security and privacy risks, to demonstrate the compliance, as well as to determine the measure have been taken to address the risks. However, carrying out a DPIA or PIA is not mandatory for every data processing operation. It is only required when the operation is ""likely to result in a high risk to the rights and freedoms of natural persons"" (Article 35(1)). The guideline for the criteria on the DPIA/PIA obligatory is described under Article 35(3), 35(4) which are adopted by DPAs to carry out such assessments."
2011.05411,data,,,"data protection regulations and restrictions such as the EU General Data Protection Regulation (GDPR)2 [59]. In traditional ML algorithms, large-scale data collection and processing at a powerful cloud-based server entails the singlepoint-of-failure and the risks of severe data breaches. Foremost, centralised data processing and management impose limited transparency and provenance on the system, which could lead to the lack of trust from end-users as well as the diﬃculty in complying with the GDPR [118]."
2011.05411,data,,,"data; instead, inferring attributes or membership of the original trained data from local model parameters can also induce serious privacy leakage [42, 85, 86, 93, 94] (e.g., an attacker can ﬁgure out whether a speciﬁc data sample (of a patient) is used to train a model of a disease). This is the baseline for the membership attack. Authors in [85, 86, 94] have investigated membership attacks in FL and demonstrated the capability of these attacks in both passive and active approaches. For instance, the gender of a victim can be inferred with a very high accuracy of 90% when conducting this attack in a binary gender classiﬁer on the FaceScrub dataset7. Other features, which are uncorrelated with the main task, can also be inferred such as race and facial appearance (e.g., whether a face photo is wearing glasses) [86]. Nasr et al. proposed an active attack approach called gradient ascent by exploiting the privacy vulnerabilities of SGD optimisation algorithms. This attack based on the correlation between the local gradients of the loss and the direction and the amount of changes of model parameters when minimising the loss to ﬁt a model to train data samples in the SGD algorithms. This active membership attack was conducted on the CIFAR100"
2011.05411,data,,,"for the aggregation of independently trained neural networks in [95]. Since then, this technique has been improved to return statistically indistinguishable results among participants while ensuring that such noise-added model parameters do not aﬀect much on the accuracy of the global model in FL settings [111, 4, 48, 1, 114, 82]. As a consequence, adversaries cannot distinguish individual records in the FL training process and do not know whether or not a targeted client participating in the training; thus, preserving data privacy and protecting against the inference attacks. Generally, there are two types of employing diﬀerential privacy techniques for local nodes in FL settings: batch-level and userlevel where random noise is added by measuring parameters’ sensitivity from data points in a mini-batch and users themselves, respectively."
